Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
,slowthai - U Gotta Love Yourself,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Hip Hop, LP, Method Records, Post-Punk, Rock, Schallplattenfabrik Pallas GmbH, StarDelta Audio Mastering, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/ODAtMjYzMi5qcGVn.jpg?v=1739000903,1,slowthai - U Gotta Love Yourself,FALSE,slowthai - U Gotta Love Yourself | Village Record Club,slowthai - U Gotta Love Yourself is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,slowthai - Nothing Great About Britain,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Big Jelly Studios, Club Edition, Electronic, Grime, Hip Hop, LP, Method Records, Please, Please. Rap & Hip Hop, Quality Record Pressings, Stereo, Vinyl, Vinyl Me",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MDUtMTIwMi5qcGVn.jpg?v=1739000901,1,slowthai - Nothing Great About Britain,FALSE,slowthai - Nothing Great About Britain | Village Record Club,slowthai - Nothing Great About Britain is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,k.d. lang - Invincible Summer,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Limited Edition, LP, Pop, Reissue, Vinyl, Warner Records",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/OTQtMjYxMC5qcGVn.jpg?v=1739000895,1,k.d. lang - Invincible Summer,FALSE,k.d. lang - Invincible Summer | Village Record Club,k.d. lang - Invincible Summer is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,k.d. lang - All You Can Eat,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Bromelain Perfection, Bumstead Publishing, Encore Studios, Gateway Mastering, Kobalt, LP, Placebo Sound, Placebow Sound, Pop Rock, Record Store Day, Rock, Vinyl, Warner Music Group, Warner Records, Warner Records Inc., Warner/Chappell Music, Zavion Publishing",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/NDQtOTkzNy5qcGVn.jpg?v=1739000893,1,k.d. lang - All You Can Eat,FALSE,k.d. lang - All You Can Eat | Village Record Club,k.d. lang - All You Can Eat is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,deadmau5 - W:/2016ALBUM/,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Electro House, Electronic, EpicPublishing, Finyl Tweek, Grabbitz Music, Inc., Kobalt Label Services America, LLC, LP, mau5trap Recordings, mau5trap Recordings Ltd, MPO, Phil James Waring, Prime Direct Distribution, Progressive House, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/Mi04NjQxLmpwZWc.jpg?v=1739000889,1,deadmau5 - W:/2016ALBUM/,FALSE,deadmau5 - W:/2016ALBUM/ | Village Record Club,deadmau5 - W:/2016ALBUM/ is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,deadmau5 - At Play In The USA Vol. 1,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"All Media, Compilation, Electro, Electronic, GZ Media, House, Limited Edition, LP, Numbered, Play Records, Play Records Inc., Play Records Publishing, Prime Direct Distribution, Tech House, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/NC00NzQyLmpwZWc.jpg?v=1739000887,1,deadmau5 - At Play In The USA Vol. 1,FALSE,deadmau5 - At Play In The USA Vol. 1 | Village Record Club,deadmau5 - At Play In The USA Vol. 1 is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,deadmau5 - > Album Title Goes Here <,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Ambient, Concord Bicycle Assets LLC, Electro, Electro House, Electronic, EMI, EMI Music Publishing Ltd., Glitch, GZ Media, Hip Hop, Kobalt Music Publishing Ltd., LP, Mau5trap Recordings, mau5trap Recordings Ltd, Progressive House, Reissue, Tech House, Trip Hop, Universal Music, Universal Music Recordings, Vinyl, Virgin Records Ltd., Warner Chappell Music Ltd.",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MjQtMTc0OS5qcGVn.jpg?v=1739000885,1,deadmau5 - > Album Title Goes Here <,FALSE,deadmau5 - > Album Title Goes Here < | Village Record Club,deadmau5 - > Album Title Goes Here < is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,dEUS - Following Sea,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"360 Mastering, [PIAS] Entertainment Group, Air Mastering, Album, Alternative Rock, dEUS, Indie Rock, LP, Mechelen, Motor Music, Optimal Media GmbH, Play It Again Sam, Rock, Strictly Confidential, Vantage Point Studio, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/Mi02NzY0LmpwZWc.jpg?v=1739000882,1,dEUS - Following Sea,FALSE,dEUS - Following Sea | Village Record Club,dEUS - Following Sea is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,boygenius - The Rest,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"10"", 45 RPM, Blackbird Studio, boygenius, EP, Indie Rock, Interscope Records, Rock, Sound City Studios, UMG Commercial Services, Universal International Music B.V., Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/ODctNDY2NS5qcGVn.jpg?v=1739000879,1,boygenius - The Rest,FALSE,boygenius - The Rest | Village Record Club,boygenius - The Rest is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,beabadoobee - Beatopia,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"24-96 Mastering, Album, Alternative Rock, Dirty Hit, Dream Pop, Folk, GZ Media, Indie Pop, Indie Rock, LP, Pop, Rock, Sterling Sound, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MTktMjUzMS5qcGVn.jpg?v=1739000874,1,beabadoobee - Beatopia,FALSE,beabadoobee - Beatopia | Village Record Club,beabadoobee - Beatopia is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Alt-J - An Awesome Wave,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, 360 Mastering, Album, Experimental, Folk, Folk Rock, GZ Digital Media, Infectious Music, Infectious Music Ltd., Kobalt Music Group, LP, Pop, Rock, Vinyl, World",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/OC04MzIyLmpwZWc.jpg?v=1739000871,1,Alt-J - An Awesome Wave,FALSE,Alt-J - An Awesome Wave | Village Record Club,Alt-J - An Awesome Wave is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Zhané - Pronounced Jah-Nay,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"118 St. Productions, 9th Town Music, Album, Almo Music Corp., Babyfingers Music, Bernie Grundman Mastering, Contemporary R&B, DFI, Encore Studios, Enterprise Studios, Freddie Dee Music, Funk / Soul, Higher Level Inc., Hip Hop, Inc., Irving Music, Jean Norris Music, L.P., LP, Marion Recording Studios, Medad Music, Mims Music, Motown, Motown Record Company, Naughty By Nature, Naughty Music, Polydor Ltd. (UK), RCA Records, Rodsongs, Shown Breree Music, Sony Music Entertainment Inc., Soundtrack Studios, Unique Recording, Vinyl, Warner Bros. Records",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MC0yMzU1LmpwZWc.jpg?v=1739000868,1,Zhané - Pronounced Jah-Nay,FALSE,Zhané - Pronounced Jah-Nay | Village Record Club,Zhané - Pronounced Jah-Nay is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Zero 7 - Yeah Ghost,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Downtempo, Electronic, LP, New State Music, Reissue, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MjgtNDY4Mi5qcGVn.jpg?v=1739000865,1,Zero 7 - Yeah Ghost,FALSE,Zero 7 - Yeah Ghost | Village Record Club,Zero 7 - Yeah Ghost is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Zero 7 - When It Falls,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Copyright Control, Downtempo, Electronic, EMI Music, Future Jazz, Kojam Music Ltd., LP, New State Entertainment Ltd., New State Music, Reissue, Remastered, Seven, Universal Island Records Ltd., Universal Music, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MTktNDE3MC5qcGVn.jpg?v=1739000863,1,Zero 7 - When It Falls,FALSE,Zero 7 - When It Falls | Village Record Club,Zero 7 - When It Falls is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Zero 7 - Simple Things,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Downtempo, Electronic, Intro, LP, New State Music, Reissue, Remastered, Shabang Studios, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/NDQtMjY4MC5qcGVn.jpg?v=1739000860,1,Zero 7 - Simple Things,FALSE,Zero 7 - Simple Things | Village Record Club,Zero 7 - Simple Things is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Zach Bryan - Zach Bryan,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, 351 Music, Acoustic, Album, Belting Bronco Records, Folk, GZ Media, LP, Precision Record Pressing, Songs Of Kobalt Music Publishing, Stereo, Vinyl, Warner Music Group, Warner Records, Warner Records Inc., Warner-Tamerlane Publishing Corp., World, Zach Bryan Publishing Designee",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/NzktMTYyMS5qcGVn.jpg?v=1739000858,1,Zach Bryan - Zach Bryan,FALSE,Zach Bryan - Zach Bryan | Village Record Club,Zach Bryan - Zach Bryan is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Zach Bryan - The Great American Bar Scene,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, Acoustic, Album, Belting Bronco Records, Club Roar, Electric Lady Studios, Folk, GZ Media, Infinite Family, LP, Precision Record Pressing, Rock, Stereo, Vinyl, Warner Music Group, Warner Records, Warner Records Inc., Warner-Tamerlane Publishing Corp., World, Zach Bryan Publishing Designee",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/NTMtMTI1Ni5qcGVn.jpg?v=1739000856,1,Zach Bryan - The Great American Bar Scene,FALSE,Zach Bryan - The Great American Bar Scene | Village Record Club,Zach Bryan - The Great American Bar Scene is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Zach Bryan - Summertime Blues,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, 12"", 33 ⅓ RPM, Belting Bronco Records, EP, Folk, GZ Media, Stereo, Vinyl, Warner Records, Warner Records Inc., World",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/OTktNDUzMC5qcGVn.jpg?v=1739000853,1,Zach Bryan - Summertime Blues,FALSE,Zach Bryan - Summertime Blues | Village Record Club,Zach Bryan - Summertime Blues is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Zach Bryan - American Heartbreak,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, Album, Belting Bronco Records, Folk, LP, Optimal Media GmbH, Stereo, Sterling Sound, Vinyl, Warner Music Group, Warner Records, Warner Records Inc., World",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/ODMtODMwMC5qcGVn.jpg?v=1739000851,1,Zach Bryan - American Heartbreak,FALSE,Zach Bryan - American Heartbreak | Village Record Club,Zach Bryan - American Heartbreak is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,ZZ Top - ZZ Top's First Album,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Blues, Blues Rock, H.V. Waddell Co., London Records, LP, Rock, Stereo, Texas Blues, Vinyl",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MC5qcGVn_ad810c93-6d89-4a8c-87be-c6cb14babf5a.jpg?v=1739000849,1,ZZ Top - ZZ Top's First Album,FALSE,ZZ Top - ZZ Top's First Album | Village Record Club,ZZ Top - ZZ Top's First Album is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,ZZ Top - Eliminator,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Blues Rock, Capitol Records Pressing Plant, Hamstein Music Co., Hard Rock, Jacksonville, LP, Masterdisk, Pop Rock, Repress, Rock, Stereo, Vinyl, Warner Bros. Records, Warner Bros. Records Inc., Warner Communications Inc., WEA International Inc.",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/OC0xMzI1LmpwZWc.jpg?v=1739000847,1,ZZ Top - Eliminator,FALSE,ZZ Top - Eliminator | Village Record Club,ZZ Top - Eliminator is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Yves Tumor - The Asymptotical World (EP),,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"12"", Art Rock, Center For Pleasure Mechanics, Detroit, Electronic, EP, Mono, New York, Noise, NYC, Optimal Media GmbH, Pop, Psychedelic Rock, Rock, Saturn Sound, Stereo, Ten Eight Seven Mastering, The Lodge, Vinyl, Warp Records, Warp Records Limited",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MjEtMzM2NC5qcGVn.jpg?v=1739000844,1,Yves Tumor - The Asymptotical World (EP),FALSE,Yves Tumor - The Asymptotical World (EP) | Village Record Club,Yves Tumor - The Asymptotical World (EP) is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Yves Tumor - Safe In The Hands Of Love,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Abstract, Album, Electronic, Indie Pop, LP, Optimal Media GmbH, Paulie Sphere Sound, Pop, Vinyl, Warp Publishing, Warp Records, Warp Records Limited",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/NTEtODUyMi5qcGVn.jpg?v=1739000840,1,Yves Tumor - Safe In The Hands Of Love,FALSE,Yves Tumor - Safe In The Hands Of Love | Village Record Club,Yves Tumor - Safe In The Hands Of Love is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Yves Tumor - Heaven To A Tortured Mind,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Alternative Rock, Contemporary R&B, Electronic, Experimental, Funk / Soul, Kaiku Studios, LP, Optimal Media GmbH, Paulie's Kro East Studios, Press Play Studios, Rock, Saturn Sound, Vinyl, Warp Publishing, Warp Records, Warp Records Limited",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/MjgtNjIxMi5qcGVn.jpg?v=1739000837,1,Yves Tumor - Heaven To A Tortured Mind,FALSE,Yves Tumor - Heaven To A Tortured Mind | Village Record Club,Yves Tumor - Heaven To A Tortured Mind is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
,Yusuf / Cat Stevens - The Laughing Apple,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, Album, Cat-O-Log Records, Folk, ICP Recording Studios, Limited Edition, LP, Picture Disc, UMG Commercial Services Inc., Universal Music Operations Ltd., Verve Label Group, Verve Records, Vinyl, World",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0642/7597/2265/files/OTAtNTA3NS5qcGVn.jpg?v=1739000835,1,Yusuf / Cat Stevens - The Laughing Apple,FALSE,Yusuf / Cat Stevens - The Laughing Apple | Village Record Club,Yusuf / Cat Stevens - The Laughing Apple is available to add to your wishlist.,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
